empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,6303.98,99.54,695.05,10.97,1617.14,25.53
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,6446.88,100.73,1622.54,25.35,498.76,7.79
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,4046.16,89.91,1214.55,26.99,250.69,5.57
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5751.14,99.16,1078.84,18.6,366.54,6.32
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,8386.68,98.67,1501.58,17.67,3043.83,35.81
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,3567.08,82.32,1147.57,26.48,785.28,18.12
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5677.84,97.33,936.01,16.05,1765.01,30.26
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,5059.53,101.19,1711.1,34.22,2546.67,50.93
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4628.68,102.86,1379.21,30.65,478.21,10.63
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,6024.96,105.7,1374.63,24.12,1207.38,21.18
AGRICULTURA EMPRESARIAL                 ,2022,5,202205,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5840.85,102.47,1296.44,22.74,406.05,7.12
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,18236.04,155.42,1894.32,15.4,1941.26,15.78
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,11908.26,103.77,1015.7,8.06,723.25,5.74
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,14926.67,127.35,1320.07,10.73,990.87,8.06
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,10602.48,103.15,1963.09,17.85,1982.08,18.02
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12669.56,121.62,1367.08,12.43,1137.46,10.34
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,6179.13,114.08,2387.52,44.08,2357.73,43.53
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,10716.74,66.98,3081.5,19.26,578.65,3.62
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,10438.23,69.59,3318.2,22.12,660.63,4.4
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,7484.14,202.27,746.86,20.19,580.81,15.7
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,10788.6,256.515,1214.84,28.64,597.335,14.23
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,10343.97,220.08,2699.52,57.44,1759.56,37.44
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,6455.75,168.41,1373.01,35.82,1607.51,41.94
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,9167.98,200.03,1598.96,34.89,2674.45,58.35
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,2788.5,34.86,506.66,6.33,537.83,6.72
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3140.06,44.33,576.16,8.13,674.05,9.52
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,5125.72,51.26,805.42,8.05,460.54,4.61
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,4079.65,40.8,1195.2,11.95,1027.72,10.28
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,5070.38,50.7,1180.93,11.81,1925.97,19.26
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,4299.33,42.99,549.38,5.49,1234.17,12.34
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4896.27,40.8,487.86,4.07,223.34,1.86
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,6168.48,56.94,1040.33,9.6,2030.87,18.75
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,9898.89,61.87,1500.13,9.38,1345.36,8.41
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,7159.81,53.9,1223.03,9.21,413.11,3.11
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,5005.84,91.02,949.74,17.27,343.97,6.25
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,5425.6,104.34,1581.86,30.42,742.98,14.29
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,6270.9,114.02,1054.56,19.17,512.14,9.31
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,5273.58,90.92,1237.7,21.34,946.34,16.32
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,5641.27,104.47,1230.81,22.79,747.19,13.84
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,6211.67,103.53,699.22,11.65,987.07,16.45
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,6542.24,102.22,1616.11,25.25,544.87,8.51
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,4262.02,94.71,1189.52,26.43,281.85,6.26
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5808.9,100.15,1077.67,18.58,407.94,7.03
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,13037.47,108.65,2041.91,17.02,1810.34,15.09
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,8160.88,96.01,1503.91,17.69,3520.89,41.42
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,3716.53,85.77,1112.93,25.68,908.35,20.96
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,5287.95,105.76,1945.7,38.91,2955.3,59.11
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,6262.59,109.87,1414.57,24.82,1373.3,24.09
AGRICULTURA EMPRESARIAL                 ,2022,7,202207,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5847.43,102.59,1297.88,22.77,453.2,7.95
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,15235.77,130.69,1735.83,14.11,2168.28,17.63
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,11883.5,103.35,941.44,7.47,788.27,6.26
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,14275.67,122.02,1311.88,10.67,1126.58,9.16
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,10137.3,98.68,1942.07,17.66,2253.55,20.49
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12222.36,117.46,1355.41,12.32,1293.25,11.76
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,AMENDOIM                                ,4674,TODAS                                   ,SP,JABOTICABAL-SP                                    ,3524303,25 kg   ,7542.22,45.71,3387.31,20.53,488.36,2.96
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,AMENDOIM                                ,4674,TODAS                                   ,SP,TUPÃ-SP                                           ,3555000,25 kg   ,8881.52,52.24,3479.58,20.47,534.83,3.15
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5818.22,107.41,2359.97,43.57,2680.66,49.49
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,10119.43,63.25,3052.01,19.07,654.94,4.09
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,9659.16,64.39,3300.95,22.01,754.71,5.03
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,7455.4,201.5,754.39,20.39,666.41,18.01
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,11075.735,263.335,1218.19,28.745,679.21,16.195
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,9723.59,206.88,2679.12,57.0,2000.56,42.57
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,6449.5,168.25,1358.13,35.43,1820.35,47.49
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,9397.8,205.04,1599.73,34.9,3040.76,66.34
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,2767.13,34.59,590.69,7.38,652.93,8.16
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3359.12,47.42,580.37,8.19,777.45,10.98
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,5191.52,51.92,807.86,8.08,525.34,5.25
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3967.18,39.67,1193.11,11.93,1168.48,11.68
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,4802.47,48.02,1173.42,11.73,2189.77,21.9
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,4082.87,40.83,544.79,5.45,1403.21,14.03
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,5713.99,52.74,1035.16,9.56,2318.87,21.41
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,5380.68,56.64,1771.2,18.64,1375.79,14.48
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,11497.2,57.49,1738.1,8.69,1406.15,7.03
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,9147.33,57.17,1485.59,9.29,1491.57,9.32
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,6808.99,51.26,1234.44,9.29,476.0,3.58
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,5115.8,93.01,953.41,17.33,389.86,7.09
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,5267.18,101.29,1551.61,29.84,855.84,16.46
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,6184.57,112.45,1051.49,19.12,576.29,10.48
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,5166.99,89.09,1232.71,21.25,1075.96,18.55
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,5365.88,99.37,1215.69,22.51,849.53,15.73
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,5550.51,86.73,1592.11,24.88,608.62,9.51
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,3603.97,80.09,1173.52,26.08,314.55,6.99
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,11949.4,99.58,2148.21,17.9,2072.87,17.27
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,MG,SÃO GOTARDO-MG                                    ,3162104,60 kg   ,8015.58,94.3,1459.72,17.17,3984.24,46.87
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,MS,LAGUNA CARAPÃ-MS                                  ,5005251,60 kg   ,2929.18,67.6,1147.01,26.47,1093.01,25.22
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4998.33,93.72,1481.16,27.77,1770.28,33.19
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5312.05,91.06,933.48,16.0,2318.54,39.75
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,5372.79,107.46,1935.64,38.71,3356.57,67.13
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,4213.37,93.63,1342.03,29.82,578.15,12.85
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,5587.08,98.02,1403.22,24.62,1523.54,26.73
AGRICULTURA EMPRESARIAL                 ,2022,9,202209,TRIGO                                   ,11153,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5316.26,93.27,1314.19,23.06,523.6,9.19
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,15398.66,131.88,1755.81,14.27,2325.63,18.91
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,13900.87,117.82,1080.47,8.58,914.31,7.26
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12576.85,119.88,1365.34,12.41,1383.71,12.58
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5785.78,106.81,2372.17,43.79,2868.16,52.95
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,10095.14,63.09,3311.18,20.69,710.81,4.44
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,9800.7,65.34,3428.99,22.86,809.52,5.4
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,AVEIA                                   ,11184,TODAS                                   ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,3176.48,73.3,769.08,17.75,1655.33,38.2
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,CAFE                                    ,7498,TODAS                                   ,BA,LUÍS EDUARDO MAGALHÃES-BA                         ,2919553,60 kg   ,29297.76,585.96,4646.42,92.93,2992.48,59.85
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,CAFE                                    ,7498,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,30879.08,578.98,7342.87,137.68,3851.16,72.21
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,CAFE                                    ,7498,TODAS                                   ,SP,FRANCA-SP                                         ,3516200,60 kg   ,24165.41,805.51,2470.44,82.35,5492.04,183.07
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,CANOLA                                  ,4723,TODAS                                   ,RS,IJUÍ-RS                                           ,4310207,60 kg   ,3444.8,132.49,804.12,30.93,2331.26,89.66
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,CANOLA                                  ,4723,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,4254.34,141.81,1041.94,34.73,426.83,14.23
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,8077.1,218.3,805.59,21.77,737.77,19.94
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,11127.02,264.57,1210.29,28.57,726.725,17.33
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,9875.45,210.12,2684.9,57.13,2140.49,45.54
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,5625.67,146.76,1336.94,34.88,1947.68,50.81
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,9586.76,209.17,1567.64,34.2,3232.11,70.52
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,2972.19,37.15,594.0,7.43,698.66,8.73
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3442.49,48.6,586.25,8.28,834.73,11.78
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,5232.35,52.32,798.32,7.98,562.09,5.62
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,3508.99,41.28,764.58,9.0,1701.36,20.02
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4677.06,38.98,492.59,4.1,271.7,2.26
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,5528.53,51.03,1045.3,9.65,2481.07,22.9
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,5205.21,54.79,1786.54,18.81,1472.03,15.5
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,10161.77,50.81,1931.53,9.66,1504.5,7.52
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,6759.38,50.89,1237.26,9.31,508.58,3.83
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,5354.99,97.36,1003.88,18.25,441.89,8.03
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,5454.66,104.9,1570.52,30.2,920.51,17.7
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,6227.85,113.23,1041.15,18.93,616.65,11.21
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,6535.53,112.68,1303.3,22.47,1751.25,30.19
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4967.81,78.44,695.31,10.98,2280.13,36.0
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,RS,CRUZ ALTA-RS                                      ,4306106,60 kg   ,5724.55,89.45,1607.04,25.11,660.37,10.32
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,RS,SÃO GABRIEL-RS                                    ,4318309,60 kg   ,3640.07,80.89,1176.56,26.15,335.65,7.46
AGRICULTURA EMPRESARIAL                 ,2022,11,202211,SOJA                                    ,4744,TODAS                                   ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5960.35,102.76,1091.25,18.81,504.45,8.7
